Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,CPA,Mis,Dis,Rec,PrgR,Season
179,Ansu Fati,ESP,"MF,FW",Brighton,20,2002,5.80,300,4,27,141,135,43,300,18,5,27.80,9,50.00,212,1025,451,16,9,15,10,238,50,2024
180,Felipe,BRA,DF,Nott'ham Forest,34,1989,4.20,257,22,133,116,9,4,257,2,1,50.00,1,50.00,147,692,361,1,0,3,1,156,0,2024
181,Evan Ferguson,IRL,FW,Brighton,18,2004,15.20,448,13,64,204,185,45,448,16,7,43.80,6,37.50,286,1299,414,13,5,40,31,336,62,2024
182,Bruno Fernandes,POR,"MF,FW",Manchester Utd,28,1994,34.60,2585,96,414,1069,1126,105,2580,44,19,43.20,21,47.70,1367,6155,3408,86,23,48,35,1715,182,2024
183,Enzo Fernández,ARG,MF,Chelsea,22,2001,24.50,2128,67,442,1209,488,47,2126,44,23,52.30,17,38.60,1315,6080,3109,52,8,29,24,1675,54,2024
184,John Fleck,SCO,"MF,DF",Sheffield Utd,31,1991,1.00,49,3,10,29,11,1,49,1,0,0.00,0,0.00,19,81,39,2,0,2,0,27,0,2024
185,Mark Flekken,NED,GK,Brentford,30,1993,36.50,1658,1268,1584,74,0,0,1658,4,3,75.00,1,25.00,930,5167,2908,0,0,0,0,810,0,2024
186,Phil Foden,ENG,"FW,MF",Manchester City,23,2000,31.70,2146,22,174,785,1211,190,2146,102,47,46.10,46,45.10,1435,6921,3434,93,56,62,49,1753,269,2024
187,Wes Foderingham,ENG,GK,Sheffield Utd,32,1991,29.40,1155,945,1137,20,0,0,1155,2,2,100.00,0,0.00,575,3493,2231,0,0,1,1,389,0,2024
188,Pablo Fornals,ESP,"MF,FW",West Ham,27,1996,4.70,277,7,53,128,98,20,277,12,6,50.00,5,41.70,156,645,256,4,2,8,8,176,27,2024
189,Omari Forson,ENG,FW,Manchester Utd,19,2004,0.80,39,0,2,25,12,1,39,2,1,50.00,1,50.00,29,115,34,1,0,1,0,31,2,2024
190,Lyle Foster,RSA,"FW,MF",Burnley,22,2000,21.10,692,41,93,289,321,93,692,39,19,48.70,18,46.20,380,2464,1278,55,36,69,33,479,104,2024
191,Matheus França,BRA,"MF,FW",Crystal Palace,19,2004,2.60,119,3,31,45,51,9,119,14,4,28.60,9,64.30,81,722,372,12,5,4,7,73,12,2024
192,Nathan Fraser,IRL,FW,Wolves,18,2005,2.10,62,4,10,28,25,5,62,0,0,,0,,32,88,22,1,1,4,2,39,21,2024
193,Cody Gakpo,NED,"FW,MF",Liverpool,24,1999,18.30,809,15,77,335,412,107,809,54,31,57.40,17,31.50,549,3003,1472,43,13,44,32,618,130,2024
194,Conor Gallagher,ENG,MF,Chelsea,23,2000,34.80,2443,77,468,1221,793,79,2443,65,38,58.50,18,27.70,1453,7243,2979,62,14,69,39,1739,122,2024
195,Idrissa Gana Gueye,SEN,MF,Everton,33,1989,20.90,1126,59,280,608,252,21,1126,25,11,44.00,11,44.00,592,2976,1431,29,2,17,20,670,41,2024
196,Alejandro Garnacho,ARG,FW,Manchester Utd,19,2004,28.50,1312,13,180,403,741,248,1312,131,48,36.60,63,48.10,940,8034,4211,178,102,69,49,1007,281,2024
197,James Garner,ENG,MF,Everton,22,2001,33.40,1610,83,307,776,549,41,1610,41,19,46.30,16,39.00,736,3856,1657,36,5,33,10,857,76,2024
198,Saman Ghoddos,IRN,DF,Brentford,29,1993,8.20,542,12,139,223,184,10,542,13,3,23.10,8,61.50,282,1389,717,22,2,10,4,313,31,2024
199,Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,23,2000,35.10,1879,28,217,896,801,103,1878,116,44,37.90,55,47.40,1034,5615,2866,79,15,78,44,1235,181,2024
200,Bryan Gil,ESP,"FW,MF",Tottenham,22,2001,2.30,191,3,25,66,101,18,191,11,8,72.70,3,27.30,137,746,340,11,5,9,7,155,49,2024
201,Alfie Gilchrist,ENG,DF,Chelsea,19,2003,2.30,177,14,72,57,49,5,177,1,1,100.00,0,0.00,78,263,130,1,0,2,2,96,4,2024
202,Ryan Giles,ENG,"DF,MF",Luton Town,23,2000,5.60,273,20,81,74,119,4,273,8,4,50.00,3,37.50,116,517,241,9,2,7,1,129,30,2024
203,Billy Gilmour,SCO,MF,Brighton,22,2001,23.60,2277,67,447,1425,417,12,2277,23,8,34.80,13,56.50,1410,6287,3120,39,0,28,9,1871,33,2024
204,Ben Godfrey,ENG,DF,Everton,25,1998,12.40,655,67,221,265,172,19,655,14,5,35.70,9,64.30,233,1158,571,11,0,10,6,283,26,2024
205,André Gomes,POR,"MF,FW",Everton,30,1993,5.60,352,10,57,179,121,11,352,12,3,25.00,8,66.70,183,868,333,8,3,8,6,232,29,2024
206,João Gomes,BRA,MF,Wolves,22,2001,29.40,1626,66,433,859,352,35,1626,55,26,47.30,23,41.80,805,3929,1772,28,6,42,44,1011,44,2024
207,Toti Gomes,POR,DF,Wolves,24,1999,30.80,2109,188,1020,927,169,22,2109,31,23,74.20,5,16.10,1113,4427,2325,22,2,17,6,1394,11,2024
208,Joe Gomez,ENG,DF,Liverpool,26,1997,19.80,1564,85,371,832,375,28,1564,32,15,46.90,12,37.50,891,4686,2313,44,3,25,11,979,105,2024
209,Sergio Gómez,ESP,"FW,MF",Manchester City,22,2000,0.60,59,0,10,19,30,3,59,2,2,100.00,0,0.00,38,231,112,4,1,0,0,48,4,2024
210,Enso Gonzalez,PAR,"MF,DF",Wolves,18,2005,0.00,7,0,0,4,3,0,7,0,0,,0,,4,35,3,0,0,1,0,7,2,2024
211,Anthony Gordon,ENG,FW,Newcastle Utd,22,2001,32.10,1424,15,158,555,733,147,1423,133,54,40.60,56,42.10,955,7622,3668,138,59,70,40,1026,232,2024
212,Kaide Gordon,ENG,FW,Liverpool,18,2004,0.00,2,0,0,0,2,1,2,0,0,,0,,0,0,0,0,0,1,0,0,0,2024
213,Daniel Gore,ENG,MF,Manchester Utd,18,2004,0.00,2,0,0,1,1,0,2,0,0,,0,,2,6,2,0,0,0,0,1,0,2024
214,Ryan Gravenberch,NED,MF,Liverpool,21,2002,12.50,696,17,84,347,272,42,696,50,23,46.00,22,44.00,432,2458,1369,39,10,46,13,472,71,2024
215,Ivo Grbi?,CRO,GK,Sheffield Utd,27,1996,8.60,324,280,317,7,0,0,324,0,0,,0,,152,1049,772,0,0,0,0,92,0,2024
216,Jack Grealish,ENG,"FW,MF",Manchester City,27,1995,11.20,697,7,53,206,443,82,697,41,18,43.90,11,26.80,522,4025,2080,87,50,19,22,578,146,2024
217,Pascal Groß,GER,"MF,DF",Brighton,32,1991,34.60,3534,133,826,1681,1050,70,3533,30,16,53.30,13,43.30,2284,10055,5189,83,8,35,28,2736,180,2024
218,Marc Guéhi,ENG,DF,Crystal Palace,23,2000,22.50,1501,196,761,678,67,12,1501,13,7,53.80,4,30.80,898,4190,2201,15,1,9,2,1011,7,2024
219,Bruno Guimarães,BRA,MF,Newcastle Utd,25,1997,36.30,2734,90,573,1482,722,75,2734,132,72,54.50,41,31.10,1842,10297,4241,65,19,61,70,2107,73,2024
220,Malo Gusto,FRA,DF,Chelsea,20,2003,19.50,1641,71,470,698,499,49,1641,42,17,40.50,20,47.60,972,5376,2791,78,16,32,12,1103,135,2024
221,Joško Gvardiol,CRO,DF,Manchester City,21,2002,25.90,2179,67,452,1124,622,60,2179,45,26,57.80,14,31.10,1285,6099,3249,63,15,23,14,1529,115,2024
222,Erling Haaland,NOR,FW,Manchester City,23,2000,28.40,636,15,36,206,398,183,628,30,12,40.00,16,53.30,357,1628,728,35,22,41,19,489,126,2024
223,Antwoine Hackford,ENG,FW,Sheffield Utd,19,2004,0.10,4,0,0,2,2,0,4,1,0,0.00,1,100.00,3,11,2,0,0,1,0,3,0,2024
224,Lewis Hall,ENG,DF,Newcastle Utd,18,2004,8.70,668,35,255,285,137,12,668,18,9,50.00,7,38.90,343,1783,1035,19,5,9,13,400,27,2024
225,Gustavo Hamer,NED,MF,Sheffield Utd,26,1997,32.30,1403,63,286,648,485,44,1403,58,28,48.30,28,48.30,624,3316,1572,36,13,37,17,761,86,2024
226,Luke Harris,WAL,MF,Fulham,18,2005,0.80,19,1,8,6,5,1,19,2,0,0.00,2,100.00,9,39,6,0,0,0,0,11,0,2024
227,Jack Harrison,ENG,"MF,FW",Everton,26,1996,24.60,935,36,167,338,445,59,935,75,29,38.70,39,52.00,539,3250,1546,65,14,68,41,580,135,2024
228,Daiki Hashioka,JPN,DF,Luton Town,24,1999,6.60,355,51,165,137,55,2,355,2,1,50.00,1,50.00,184,799,303,3,0,8,6,206,16,2024
229,Kai Havertz,GER,"MF,FW",Arsenal,24,1999,29.30,1282,29,143,541,611,184,1281,42,16,38.10,19,45.20,686,3077,1532,55,23,54,35,918,191,2024
230,Jan Paul van Hecke,NED,DF,Brighton,23,2000,26.30,2668,324,1209,1311,157,20,2668,9,5,55.60,2,22.20,1918,10198,6274,25,2,16,3,2080,7,2024
231,Hwang Hee-chan,KOR,"FW,MF",Wolves,27,1996,23.50,777,13,100,345,344,103,776,69,36,52.20,30,43.50,478,2586,999,37,24,55,31,564,120,2024
232,Dean Henderson,ENG,GK,Crystal Palace,26,1997,18.00,536,478,536,0,0,0,536,0,0,,0,,284,1668,734,0,0,1,0,233,0,2024
233,Rico Henry,ENG,DF,Brentford,26,1997,4.50,227,14,78,93,59,7,227,10,7,70.00,1,10.00,115,698,372,13,3,8,7,126,12,2024
234,Son Heung-min,KOR,FW,Tottenham,31,1992,32.60,1354,8,87,458,823,212,1352,92,39,42.40,47,51.10,927,5688,2989,119,64,55,41,1100,325,2024
235,Aaron Hickey,SCO,DF,Brentford,21,2002,7.90,356,25,132,155,76,7,356,14,5,35.70,5,35.70,212,1107,505,9,1,14,5,225,13,2024
236,James Hill,ENG,DF,Bournemouth,21,2002,0.80,62,10,26,24,12,0,62,1,0,0.00,1,100.00,18,41,7,0,0,1,1,20,1,2024
237,Jack Hinshelwood,ENG,DF,Brighton,18,2005,9.70,590,26,193,256,143,30,590,5,0,0.00,4,80.00,331,1598,726,16,1,9,2,381,38,2024
238,Mason Holgate,ENG,DF,Sheffield Utd,26,1996,7.90,296,53,143,119,35,3,296,2,1,50.00,1,50.00,95,356,159,0,1,4,1,105,0,2024
239,Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,22,2000,20.60,932,19,129,298,524,77,932,80,43,53.80,27,33.80,648,5053,3054,111,39,34,33,704,173,2024
240,Will Hughes,ENG,MF,Crystal Palace,28,1995,21.00,1094,45,228,657,219,15,1094,15,9,60.00,3,20.00,463,1931,900,14,0,22,27,609,17,2024
241,Pierre Højbjerg,DEN,MF,Tottenham,27,1995,14.60,1584,63,377,913,309,16,1584,23,12,52.20,10,43.50,1013,4239,1820,17,2,20,9,1231,29,2024
242,Rasmus Højlund,DEN,FW,Manchester Utd,20,2003,24.00,612,20,61,262,297,96,612,38,18,47.40,18,47.40,355,2082,1088,35,14,50,29,429,111,2024
243,Igor,BRA,DF,Brighton,25,1998,18.20,1651,105,604,913,141,7,1651,22,16,72.70,5,22.70,1055,5334,2867,30,0,9,6,1205,12,2024
244,Danny Ings,ENG,FW,West Ham,31,1992,4.50,165,8,20,68,79,24,165,13,6,46.20,6,46.20,94,381,129,7,3,9,4,107,29,2024
245,Tim Iroegbunam,ENG,MF,Aston Villa,20,2003,1.80,79,5,27,46,8,0,79,7,3,42.90,2,28.60,41,222,115,3,0,2,3,38,0,2024
246,Alexander Isak,SWE,FW,Newcastle Utd,23,1999,25.10,725,19,46,299,387,139,720,74,42,56.80,28,37.80,421,3052,1613,68,38,49,23,511,129,2024
247,Alex Iwobi,NGA,MF,Everton,27,1996,1.60,58,0,5,17,38,3,58,4,3,75.00,1,25.00,33,316,221,6,2,3,1,34,8,2024
248,Alex Iwobi,NGA,"FW,MF",Fulham,27,1996,24.40,1282,19,190,585,537,81,1282,72,37,51.40,32,44.40,866,5856,2979,109,27,50,28,1004,175,2024
249,Nicolas Jackson,SEN,FW,Chelsea,22,2001,31.10,998,28,94,450,480,151,998,105,54,51.40,36,34.30,616,4579,2122,70,32,87,66,752,200,2024
250,Reece James,ENG,DF,Chelsea,23,1999,4.70,391,26,118,153,124,20,391,15,9,60.00,4,26.70,217,1061,548,19,3,6,6,245,35,2024
251,Vitaly Janelt,GER,"MF,DF",Brentford,25,1998,33.90,1703,115,513,772,437,72,1703,18,8,44.40,7,38.90,893,3559,1558,25,3,27,10,1053,81,2024
252,Daniel Jebbison,ENG,FW,Sheffield Utd,19,2003,0.20,9,0,0,5,4,2,9,0,0,,0,,5,6,1,0,0,1,0,4,1,2024
253,Mathias Jensen,DEN,MF,Brentford,27,1996,24.50,1440,48,288,689,475,21,1440,44,18,40.90,23,52.30,641,2961,1265,19,3,31,18,768,66,2024
254,Gabriel Jesus,BRA,FW,Arsenal,26,1997,16.40,782,16,75,247,472,139,782,75,35,46.70,30,40.00,489,2654,1146,38,25,61,38,567,155,2024
255,Raúl Jiménez,MEX,FW,Fulham,32,1991,15.50,567,22,58,269,240,67,567,24,10,41.70,12,50.00,317,1407,453,11,5,44,32,442,87,2024
256,João Pedro,BRA,"FW,MF",Brighton,21,2001,22.70,1196,32,105,475,629,184,1191,107,43,40.20,45,42.10,787,5003,2295,83,47,83,63,949,205,2024
257,Joelinton,BRA,"MF,FW",Newcastle Utd,26,1996,14.20,808,37,152,410,253,38,808,35,17,48.60,11,31.40,436,2159,1061,29,6,22,28,583,60,2024
258,Ben Johnson,ENG,"DF,FW",West Ham,23,2000,6.00,417,21,139,169,119,4,417,25,11,44.00,12,48.00,232,1479,633,17,1,6,10,243,33,2024
259,Brennan Johnson,WAL,FW,Tottenham,22,2001,23.20,977,14,94,316,578,154,977,71,25,35.20,39,54.90,638,3938,2091,97,48,35,19,748,293,2024
260,Brennan Johnson,WAL,"FW,MF",Nott'ham Forest,22,2001,2.60,85,2,15,38,34,9,85,7,2,28.60,3,42.90,50,372,205,8,3,4,2,52,14,2024
261,Joseph Johnson,ENG,DF,Luton Town,17,2006,0.90,36,4,18,16,2,0,36,0,0,,0,,18,75,9,0,0,0,1,26,1,2024
262,Sam Johnstone,ENG,GK,Crystal Palace,30,1993,20.00,640,539,637,3,0,0,640,0,0,,0,,350,2039,1281,0,0,0,0,287,0,2024
263,Curtis Jones,ENG,MF,Liverpool,22,2001,13.00,915,24,127,509,287,38,915,29,15,51.70,10,34.50,624,3297,1425,31,7,15,33,709,88,2024
264,Jorginho,ITA,MF,Arsenal,31,1991,10.20,871,25,154,479,239,5,871,5,2,40.00,3,60.00,521,1941,945,8,0,5,4,671,8,2024
265,Diogo Jota,POR,FW,Liverpool,26,1996,12.70,594,8,53,240,311,107,594,41,15,36.60,21,51.20,350,2104,1239,54,23,42,18,427,111,2024
266,Mads Juel Andersen,DEN,DF,Luton Town,25,1997,4.40,182,56,118,57,7,4,182,1,0,0.00,1,100.00,58,301,112,0,0,6,0,64,1,2024
267,Hamed Junior Traorè,CIV,MF,Bournemouth,23,2000,0.50,41,1,13,14,15,2,41,8,4,50.00,4,50.00,22,153,80,2,1,2,1,28,4,2024
268,Mathias Jørgensen,DEN,DF,Brentford,33,1990,12.10,704,74,287,350,70,24,704,4,3,75.00,0,0.00,275,1222,758,5,0,4,1,372,4,2024
269,Issa Kaboré,BFA,DF,Luton Town,22,2001,19.20,985,79,329,386,283,18,985,42,18,42.90,18,42.90,455,3134,1558,60,10,25,8,449,85,2024
270,Sasa Kalajdzic,AUT,FW,Wolves,26,1997,1.80,88,5,20,44,24,7,88,1,1,100.00,0,0.00,46,143,48,1,0,2,5,68,9,2024
271,Boubacar Kamara,FRA,MF,Aston Villa,23,1999,18.40,1195,50,305,720,186,13,1195,30,14,46.70,12,40.00,769,3527,1663,19,1,19,13,880,10,2024
272,Willy Kambwala,FRA,DF,Manchester Utd,18,2004,3.70,232,27,142,88,2,0,232,2,0,0.00,2,100.00,124,689,377,2,0,3,1,149,1,2024
273,Thomas Kaminski,BEL,GK,Luton Town,30,1992,37.80,1580,1129,1553,30,1,0,1580,2,2,100.00,0,0.00,805,4663,2432,0,0,1,0,657,0,2024
274,Loris Karius,GER,GK,Newcastle Utd,30,1993,1.00,41,34,41,0,0,0,41,0,0,,0,,17,57,25,0,0,0,0,15,0,2024
275,Michael Keane,ENG,DF,Everton,30,1993,4.90,270,35,122,126,24,11,270,3,2,66.70,1,33.30,154,595,296,4,0,2,3,170,3,2024
276,Thilo Kehrer,GER,"DF,MF",West Ham,26,1996,0.20,12,2,2,8,2,0,12,0,0,,0,,3,15,5,0,0,0,0,6,1,2024
277,Caoimhín Kelleher,IRL,GK,Liverpool,24,1998,10.00,457,269,446,11,0,0,457,0,0,,0,,367,1742,1077,0,0,0,0,330,0,2024
278,Lloyd Kelly,ENG,DF,Bournemouth,24,1998,17.30,1065,127,432,484,156,11,1065,4,2,50.00,0,0.00,540,2680,1451,15,2,20,6,572,28,2024
279,Omari Kellyman,ENG,FW,Aston Villa,17,2005,0.40,11,0,1,8,2,0,11,0,0,,0,,4,33,9,1,0,2,0,6,0,2024
280,Milos Kerkez,HUN,DF,Bournemouth,19,2003,21.90,1095,81,371,386,352,31,1095,27,12,44.40,12,44.40,518,3192,1617,46,8,29,10,538,93,2024
281,Kaine Kesler-Hayden,ENG,"MF,DF",Aston Villa,20,2002,0.10,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2024
282,Max Kilman,ENG,DF,Wolves,26,1997,38.00,2706,451,1478,1110,133,30,2706,16,10,62.50,3,18.80,1582,7276,4107,22,1,8,10,1877,5,2024
283,Jakub Kiwior,POL,DF,Arsenal,23,2000,10.50,716,25,189,367,167,15,716,3,2,66.70,1,33.30,362,1264,681,4,1,8,2,462,16,2024
284,Justin Kluivert,NED,"MF,FW",Bournemouth,24,1999,21.30,694,13,86,224,397,108,694,67,24,35.80,41,61.20,414,2930,1644,65,35,50,30,442,114,2024
285,Luca Koleosho,ITA,"MF,FW",Burnley,18,2004,10.80,416,5,33,149,240,52,416,78,33,42.30,39,50.00,299,2603,1383,53,29,22,14,313,82,2024
286,Ibrahima Konaté,FRA,DF,Liverpool,24,1999,17.50,1622,86,533,1018,80,16,1622,10,6,60.00,1,10.00,1081,5747,3590,24,0,8,5,1162,3,2024
287,Ezri Konsa,ENG,DF,Aston Villa,25,1997,34.10,2359,239,971,1146,258,36,2359,34,19,55.90,6,17.60,1535,6930,3700,37,3,26,17,1669,33,2024
288,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,33,1989,2.40,108,10,30,49,29,5,108,2,1,50.00,1,50.00,37,112,46,0,0,3,3,48,5,2024
289,Mateo Kova?i?,CRO,MF,Manchester City,29,1994,17.20,1689,33,226,1079,395,16,1689,32,20,62.50,7,21.90,1141,6091,2733,37,1,16,24,1431,38,2024
290,Emil Krafth,SWE,DF,Newcastle Utd,28,1994,10.10,661,48,279,241,145,10,661,6,3,50.00,2,33.30,358,1588,720,12,1,8,3,423,33,2024
291,Mohammed Kudus,GHA,"FW,MF",West Ham,22,2000,27.60,1311,20,193,582,590,102,1311,221,124,56.10,77,34.80,904,6874,3225,117,40,80,93,936,216,2024
292,Dejan Kulusevski,SWE,"FW,MF",Tottenham,23,2000,30.70,1623,12,167,503,984,226,1623,129,54,41.90,66,51.20,1169,7680,3856,151,82,86,65,1229,388,2024
293,Adam Lallana,ENG,"MF,FW",Brighton,35,1988,9.40,574,5,80,268,229,44,574,13,3,23.10,9,69.20,354,1310,483,9,4,14,18,491,55,2024
294,Tariq Lamptey,GHA,"DF,FW",Brighton,22,2000,10.20,545,21,130,221,197,21,545,19,6,31.60,8,42.10,354,2092,1218,39,12,22,2,382,64,2024
295,Aymeric Laporte,ESP,DF,Manchester City,29,1994,0.10,14,2,7,6,1,1,14,0,0,,0,,10,23,1,0,0,0,0,10,0,2024
296,Yasser Larouci,ALG,DF,Sheffield Utd,22,2001,5.90,262,29,101,112,56,7,262,17,10,58.80,7,41.20,137,1225,741,18,4,1,5,134,12,2024
297,Jamaal Lascelles,ENG,DF,Newcastle Utd,29,1993,12.00,872,101,397,437,41,20,872,3,1,33.30,1,33.30,519,2493,1461,8,0,2,4,634,3,2024
298,Roméo Lavia,BEL,MF,Chelsea,19,2004,0.40,30,1,2,26,2,0,30,0,0,,0,,22,83,40,0,0,0,0,26,0,2024
299,Mario Lemina,GAB,MF,Wolves,29,1993,33.00,1817,130,557,980,308,51,1817,46,25,54.30,19,41.30,932,4902,2281,32,3,33,22,1203,49,2024
300,Clément Lenglet,FRA,DF,Aston Villa,28,1995,12.80,1018,165,514,450,59,12,1018,8,3,37.50,2,25.00,728,4435,2832,26,0,3,3,786,1,2024
301,Bernd Leno,GER,GK,Fulham,31,1992,38.00,1657,1275,1645,12,0,0,1657,0,0,,0,,1031,4482,2432,0,0,1,0,942,0,2024
302,Jefferson Lerma,COL,"MF,DF",Crystal Palace,28,1994,26.70,1513,99,413,822,290,40,1513,20,11,55.00,6,30.00,735,3033,1410,14,2,26,14,893,51,2024
303,Rico Lewis,ENG,"DF,MF",Manchester City,18,2004,9.00,620,8,119,287,220,30,620,9,4,44.40,4,44.40,380,1758,964,21,5,2,12,486,46,2024
304,Keane Lewis-Potter,ENG,"FW,DF",Brentford,22,2001,16.00,604,32,107,173,330,84,604,58,21,36.20,33,56.90,370,2822,1632,56,24,30,18,417,135,2024
305,Victor Lindelöf,SWE,DF,Manchester Utd,29,1994,14.80,1037,102,466,463,114,15,1037,1,1,100.00,0,0.00,620,3077,1621,17,0,5,3,706,17,2024
306,Valentino Livramento,ENG,DF,Newcastle Utd,20,2002,14.60,957,63,309,428,232,27,957,30,17,56.70,8,26.70,521,2952,1463,44,8,17,18,583,76,2024
307,Giovani Lo Celso,ARG,MF,Tottenham,27,1996,5.60,570,13,85,292,201,19,570,14,8,57.10,3,21.40,361,1891,946,25,0,12,7,456,29,2024
308,Tom Lockyer,WAL,DF,Luton Town,28,1994,13.00,586,108,316,242,32,18,586,6,4,66.70,2,33.30,269,1504,883,6,1,6,2,247,2,2024
309,Sean Longstaff,ENG,MF,Newcastle Utd,25,1997,30.50,1533,50,338,780,422,90,1533,23,11,47.80,11,47.80,801,3331,1394,24,7,34,35,1076,116,2024
310,Max Lowe,ENG,"DF,MF",Sheffield Utd,26,1997,5.60,203,23,78,64,63,6,203,5,2,40.00,3,60.00,66,271,105,5,1,6,0,88,11,2024
311,Douglas Luiz,BRA,MF,Aston Villa,25,1998,33.30,2351,81,519,1256,598,38,2347,47,24,51.10,16,34.00,1394,7522,3562,60,4,33,31,1638,50,2024
312,Saša Luki?,SRB,MF,Fulham,26,1996,12.50,625,36,167,361,109,23,625,8,5,62.50,3,37.50,342,1634,776,12,1,11,10,374,27,2024
313,Ian Maatsen,NED,"FW,MF",Chelsea,21,2002,2.30,179,7,49,56,75,8,179,4,0,0.00,4,100.00,100,555,315,9,2,8,7,117,15,2024
314,Alexis Mac Allister,ARG,MF,Liverpool,24,1998,28.90,2313,73,392,1382,560,32,2312,34,18,52.90,12,35.30,1346,5738,3006,44,4,30,35,1626,48,2024
315,James Maddison,ENG,MF,Tottenham,26,1996,23.70,1748,24,136,774,852,112,1748,81,32,39.50,34,42.00,1251,6395,2589,58,31,35,34,1430,156,2024
316,Noni Madueke,ENG,FW,Chelsea,21,2002,11.70,666,18,85,224,373,77,665,86,37,43.00,37,43.00,428,3556,2191,76,38,25,14,504,136,2024
317,Gabriel Magalhães,BRA,DF,Arsenal,25,1997,33.80,2447,321,1049,1176,234,42,2447,5,2,40.00,2,40.00,1447,6001,3455,13,1,12,3,1702,8,2024
318,Harry Maguire,ENG,DF,Manchester Utd,30,1993,18.40,1313,201,626,603,89,36,1313,2,0,0.00,2,100.00,702,4638,2771,20,2,9,2,782,2,2024
319,Kobbie Mainoo,ENG,MF,Manchester Utd,18,2005,21.40,1094,62,302,568,236,30,1094,58,31,53.40,22,37.90,667,3152,1447,25,6,29,24,767,36,2024
320,Orel Mangala,BEL,MF,Nott'ham Forest,25,1998,17.40,819,46,245,471,116,9,819,30,13,43.30,13,43.30,429,2097,961,13,1,17,18,529,14,2024
321,Benson Manuel,ANG,"MF,FW",Burnley,26,1997,1.30,82,0,9,25,48,3,82,12,4,33.30,6,50.00,63,515,225,5,0,5,4,68,14,2024
322,Solly March,ENG,"FW,DF",Brighton,29,1994,6.20,336,12,71,123,145,18,336,18,8,44.40,8,44.40,198,975,491,14,3,8,10,211,44,2024
323,Anthony Martial,FRA,FW,Manchester Utd,27,1995,5.00,178,3,11,81,89,16,178,6,2,33.30,2,33.30,105,444,168,6,1,14,10,148,36,2024
324,Gabriel Martinelli,BRA,FW,Arsenal,22,2001,22.40,1241,12,96,315,844,196,1241,114,40,35.10,61,53.50,856,5863,2981,127,82,54,41,956,345,2024
325,Emiliano Martínez,ARG,GK,Aston Villa,30,1992,33.50,1509,1139,1484,25,0,0,1509,0,0,,0,,933,4389,2772,0,0,1,0,800,0,2024
326,Lisandro Martínez,ARG,DF,Manchester Utd,25,1998,7.20,510,75,234,259,18,2,510,4,2,50.00,1,25.00,338,1775,1062,8,0,1,3,351,1,2024
327,Han-Noah Massengo,FRA,"MF,DF",Burnley,22,2001,0.20,16,0,5,6,5,0,16,0,0,,0,,6,34,16,2,0,1,0,7,0,2024
328,Pape Matar Sarr,SEN,MF,Tottenham,20,2002,23.00,1582,64,283,830,486,44,1582,38,19,50.00,17,44.70,1041,5912,2263,43,3,37,15,1197,90,2024
329,Jean-Philippe Mateta,FRA,FW,Crystal Palace,26,1997,25.40,725,19,66,303,373,102,723,65,25,38.50,36,55.40,427,2104,740,29,14,89,78,539,135,2024
330,Joël Matip,CMR,DF,Liverpool,31,1991,8.70,665,90,303,327,37,12,665,2,0,0.00,2,100.00,421,2195,1406,8,0,3,4,451,1,2024
331,Alex Matos,ENG,MF,Chelsea,18,2004,0.00,0,0,0,0,0,0,0,0,0,,0,,1,1,0,0,0,0,1,1,0,2024
332,Remi Matthews,ENG,GK,Crystal Palace,29,1994,0.00,6,5,6,0,0,0,6,0,0,,0,,2,18,0,0,0,0,0,1,0,2024
333,Neal Maupay,FRA,FW,Brentford,26,1996,14.70,532,6,59,221,262,71,532,33,9,27.30,20,60.60,295,1421,571,21,12,28,24,379,91,2024
334,Neal Maupay,FRA,FW,Everton,26,1996,1.20,40,1,1,21,19,8,40,0,0,,0,,20,89,34,1,1,6,3,28,6,2024
335,Konstantinos Mavropanos,GRE,DF,West Ham,25,1997,16.70,821,117,421,372,34,19,821,6,2,33.30,2,33.30,393,2338,1349,10,1,7,0,419,2,2024
336,Bryan Mbeumo,CMR,FW,Brentford,23,1999,21.80,1045,26,108,350,599,111,1042,78,26,33.30,42,53.80,667,4326,2115,74,38,67,39,727,195,2024
337,James Mcatee,ENG,"MF,FW",Sheffield Utd,20,2002,20.20,784,23,119,315,366,68,783,92,33,35.90,52,56.50,451,3244,1450,56,18,49,40,475,110,2024
338,James Mcatee,ENG,MF,Manchester City,20,2002,0.00,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,2024
339,Oliver McBurnie,SCO,FW,Sheffield Utd,27,1996,14.20,583,31,68,288,230,74,581,17,6,35.30,10,58.80,245,923,305,6,4,25,18,420,60,2024
340,James McConnell,ENG,MF,Liverpool,18,2004,0.00,10,0,1,7,2,0,10,1,0,0.00,0,0.00,5,47,11,0,0,1,0,6,0,2024
341,John McGinn,SCO,"MF,FW",Aston Villa,28,1994,33.30,1545,44,257,809,499,58,1545,96,54,56.30,27,28.10,992,5176,2385,59,10,55,61,1096,84,2024
