Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,CPA,Mis,Dis,Rec,PrgR,Season
506,James Tarkowski,ENG,DF,Everton,30,1992,38.00,2014,352,1000,848,179,84,2014,20,16,80.00,4,20.00,918,5010,3073,15,0,16,16,1076,20,2024
507,Jimi Tauriainen,ENG,FW,Chelsea,19,2004,0.00,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,2024
508,Nuno Tavares,POR,DF,Nott'ham Forest,23,2000,5.10,343,20,118,123,109,6,343,9,6,66.70,3,33.30,166,940,564,14,2,10,4,186,12,2024
509,Marcus Tavernier,ENG,FW,Bournemouth,24,1999,23.50,1246,34,182,404,686,94,1246,106,44,41.50,55,51.90,693,4995,2411,79,25,53,41,765,171,2024
510,Charlie Taylor,ENG,DF,Burnley,29,1993,25.90,1542,115,503,679,370,18,1542,17,9,52.90,6,35.30,723,3259,1497,36,5,18,10,861,81,2024
511,Kenny Tete,NED,DF,Fulham,27,1995,9.60,647,40,215,278,161,11,647,20,9,45.00,10,50.00,303,1400,650,20,2,10,3,366,38,2024
512,Luke Thomas,ENG,DF,Sheffield Utd,22,2001,10.20,430,34,160,188,88,11,430,10,5,50.00,4,40.00,191,803,391,8,1,11,5,230,22,2024
513,Youri Tielemans,BEL,"MF,FW",Aston Villa,26,1997,18.00,1096,45,215,589,299,27,1096,29,15,51.70,10,34.50,635,2872,1361,23,7,17,22,766,46,2024
514,Jurriën Timber,NED,DF,Arsenal,22,2001,0.80,79,0,11,51,17,1,79,1,1,100.00,0,0.00,61,249,121,0,0,0,1,61,5,2024
515,Harry Toffolo,ENG,DF,Nott'ham Forest,27,1995,16.20,745,70,283,296,172,12,745,3,1,33.30,2,66.70,272,966,475,10,1,7,5,343,34,2024
516,Takehiro Tomiyasu,JPN,DF,Arsenal,24,1998,12.80,824,37,192,389,248,31,824,12,4,33.30,7,58.30,469,2158,1064,17,3,13,3,520,37,2024
517,James Tomkins,ENG,DF,Crystal Palace,34,1989,0.10,25,2,11,12,2,0,25,0,0,,0,,8,26,12,0,0,0,0,13,0,2024
518,Sandro Tonali,ITA,MF,Newcastle Utd,23,2000,4.90,307,5,60,179,70,8,307,6,3,50.00,2,33.30,191,965,409,11,1,4,2,257,21,2024
519,Ivan Toney,ENG,FW,Brentford,27,1996,16.10,620,20,74,281,273,67,620,23,10,43.50,10,43.50,358,1633,809,23,13,59,17,465,98,2024
520,Pau Torres,ESP,DF,Aston Villa,26,1997,27.40,1985,281,989,873,141,22,1985,28,17,60.70,9,32.10,1398,9039,5917,42,0,9,13,1456,16,2024
521,Andros Townsend,ENG,"MF,FW",Luton Town,32,1991,13.40,582,21,89,223,280,21,582,34,16,47.10,14,41.20,347,2425,1099,47,7,35,26,366,71,2024
522,James Trafford,ENG,GK,Burnley,20,2002,28.00,1631,1036,1559,72,0,0,1631,2,2,100.00,0,0.00,1009,4620,2156,0,0,1,0,932,0,2024
523,Adama Traoré,ESP,"FW,MF",Fulham,27,1996,4.20,194,4,28,51,118,24,194,17,9,52.90,6,35.30,134,1227,676,29,13,13,9,154,48,2024
524,Bénie Traoré,CIV,"FW,MF",Sheffield Utd,20,2002,4.30,112,2,19,49,48,9,112,22,5,22.70,15,68.20,72,462,174,7,3,10,7,69,14,2024
525,Bertrand Traoré,BFA,"DF,FW",Aston Villa,27,1995,0.10,7,0,5,2,0,0,7,1,0,0.00,1,100.00,4,54,0,0,0,1,1,4,0,2024
526,Boubacar Traoré,MLI,MF,Wolves,21,2001,9.10,556,17,128,346,89,3,556,15,10,66.70,4,26.70,283,1417,567,9,1,13,17,363,15,2024
527,Mark Travers,IRL,GK,Bournemouth,24,1999,4.00,131,111,131,0,0,0,131,0,0,,0,,70,405,180,0,0,0,0,52,0,2024
528,Mike Trésor,BEL,"FW,MF",Burnley,24,1999,4.70,238,7,48,76,121,6,238,22,11,50.00,11,50.00,136,777,437,15,3,9,6,149,31,2024
529,Kieran Trippier,ENG,DF,Newcastle Utd,32,1990,24.80,2344,96,732,969,665,36,2344,22,16,72.70,6,27.30,1078,4247,2049,34,5,20,9,1411,128,2024
530,Leandro Trossard,BEL,"FW,MF",Arsenal,28,1994,18.30,912,15,105,318,502,121,912,47,25,53.20,16,34.00,591,3651,1732,66,27,47,39,650,155,2024
531,Auston Trusty,USA,DF,Sheffield Utd,24,1998,28.60,1262,231,710,452,105,27,1262,12,6,50.00,5,41.70,510,2002,796,10,2,17,4,582,15,2024
532,Kostas Tsimikas,GRE,DF,Liverpool,27,1996,7.50,573,17,119,235,225,17,573,15,4,26.70,10,66.70,310,1689,861,24,3,9,4,338,73,2024
533,Matt Turner,USA,GK,Nott'ham Forest,29,1994,17.00,616,489,611,6,0,0,616,0,0,,0,,319,1984,1372,0,0,1,0,230,0,2024
534,Destiny Udogie,ITA,DF,Tottenham,20,2002,26.60,1775,96,487,815,506,71,1775,58,24,41.40,26,44.80,974,6108,3320,83,19,49,26,1028,138,2024
535,Lesley Ugochukwu,FRA,MF,Chelsea,19,2004,3.30,214,14,66,120,31,2,214,6,3,50.00,1,16.70,128,620,358,8,2,3,3,162,3,2024
536,Enes Ünal,TUR,"FW,MF",Bournemouth,26,1997,3.60,147,9,14,60,74,28,147,11,2,18.20,8,72.70,88,327,120,4,1,15,10,110,28,2024
537,Virgil van Dijk,NED,DF,Liverpool,32,1991,35.30,3235,384,1339,1757,146,78,3235,5,2,40.00,2,40.00,1981,9779,5235,32,0,7,4,2263,7,2024
538,Raphaël Varane,FRA,DF,Manchester Utd,30,1993,15.30,945,178,469,434,44,11,945,2,1,50.00,1,50.00,549,3541,2161,16,0,6,2,569,2,2024
539,Alejo Véliz,ARG,FW,Tottenham,19,2003,0.60,18,0,1,6,11,4,18,2,1,50.00,1,50.00,8,19,9,0,0,2,2,10,3,2024
540,Joël Veltman,NED,DF,Brighton,31,1992,17.60,1103,95,378,517,213,17,1103,11,1,9.10,5,45.50,601,2532,1076,24,0,21,7,657,54,2024
541,Micky van de Ven,NED,DF,Tottenham,22,2001,26.00,2023,244,966,976,102,15,2023,27,15,55.60,9,33.30,1422,6561,3058,19,2,15,12,1499,9,2024
542,Bart Verbruggen,NED,GK,Brighton,20,2002,21.00,906,779,897,9,0,0,906,1,1,100.00,0,0.00,672,2520,1279,0,0,0,0,580,0,2024
543,Guglielmo Vicario,ITA,GK,Tottenham,26,1996,38.00,1680,1252,1664,17,0,0,1680,0,0,,0,,1029,4528,2573,0,0,0,0,986,0,2024
544,Fabio Vieira,POR,"MF,FW",Arsenal,23,2000,3.30,184,2,14,76,97,20,183,9,2,22.20,6,66.70,111,561,298,12,6,7,5,141,30,2024
545,Carlos Vinícius,BRA,FW,Fulham,28,1995,3.50,102,1,11,49,45,15,102,8,2,25.00,6,75.00,66,322,91,3,2,11,7,80,13,2024
546,Vitinho,BRA,"DF,MF",Burnley,24,1999,25.70,1299,80,363,539,406,51,1299,58,25,43.10,25,43.10,634,3958,2038,59,18,34,26,678,110,2024
547,Odisseas Vlachodimos,GRE,GK,Nott'ham Forest,29,1994,5.00,181,140,179,2,0,0,181,0,0,,0,,94,476,265,0,0,0,0,89,0,2024
548,Kyle Walker,ENG,DF,Manchester City,33,1990,30.70,2613,77,526,1358,749,41,2613,35,21,60.00,11,31.40,1509,7514,4015,74,7,24,13,1925,172,2024
549,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,25,1997,19.80,1225,85,424,538,278,24,1225,32,17,53.10,9,28.10,594,2909,1429,30,4,20,9,691,54,2024
550,Joel Ward,ENG,DF,Crystal Palace,33,1989,22.00,1167,107,437,551,187,10,1167,12,8,66.70,4,33.30,490,2018,1015,16,0,12,3,599,14,2024
551,James Ward-Prowse,ENG,MF,West Ham,28,1994,33.30,1923,76,375,1001,558,32,1920,21,11,52.40,7,33.30,911,3951,1606,18,6,15,11,1155,63,2024
552,Lewis Warrington,ENG,FW,Everton,20,2002,0.00,3,0,1,2,0,0,3,0,0,,0,,1,5,5,0,0,0,0,1,0,2024
553,Deivid Washington,BRA,"DF,FW",Chelsea,18,2005,0.10,5,0,1,3,1,1,5,1,0,0.00,1,100.00,2,6,0,0,0,0,1,2,1,2024
554,Ollie Watkins,ENG,FW,Aston Villa,27,1995,35.70,958,28,56,369,542,215,958,63,26,41.30,31,49.20,581,3085,1465,62,41,78,57,761,214,2024
555,Adam Webster,ENG,DF,Brighton,28,1995,12.70,1201,106,495,625,86,14,1201,2,0,0.00,2,100.00,814,4073,2357,16,0,5,2,903,2,2024
556,Danny Welbeck,ENG,"FW,MF",Brighton,32,1990,18.80,727,20,71,337,325,73,727,27,8,29.60,16,59.30,443,2011,877,32,13,46,21,533,100,2024
557,Timo Werner,GER,FW,Tottenham,27,1996,9.00,450,3,32,118,302,69,450,30,12,40.00,12,40.00,328,2598,1517,79,36,11,5,351,124,2024
558,Adam Wharton,ENG,MF,Crystal Palace,19,2004,14.40,742,29,143,426,183,4,742,7,3,42.90,2,28.60,346,1441,723,14,0,12,12,449,10,2024
559,Ethan Wheatley,ENG,FW,Manchester Utd,17,2006,0.20,6,0,0,3,3,0,6,0,0,,0,,3,35,0,0,0,1,2,2,1,2024
560,Ben White,ENG,DF,Arsenal,25,1997,33.20,2456,120,633,1165,676,64,2456,22,9,40.90,12,54.50,1321,4867,2672,44,9,26,9,1675,162,2024
561,Joe White,ENG,MF,Newcastle Utd,20,2002,0.10,13,1,3,6,4,0,13,0,0,,0,,9,80,41,2,0,0,0,9,3,2024
562,Neco Williams,WAL,DF,Nott'ham Forest,22,2001,18.20,1080,71,378,422,298,30,1080,44,19,43.20,18,40.90,496,3101,1631,48,6,38,27,526,86,2024
563,Willian,BRA,FW,Fulham,34,1988,22.80,1333,17,160,519,671,73,1331,63,29,46.00,25,39.70,902,5906,2943,92,28,35,26,1040,181,2024
564,Joe Willock,ENG,MF,Newcastle Utd,23,1999,4.70,225,3,42,107,80,18,225,18,7,38.90,11,61.10,133,891,490,16,5,14,6,156,26,2024
565,Callum Wilson,ENG,FW,Newcastle Utd,31,1992,11.00,304,6,11,132,168,77,302,32,14,43.80,15,46.90,212,1020,322,11,13,47,35,254,77,2024
566,Harry Wilson,WAL,FW,Fulham,26,1997,18.00,828,24,118,352,371,53,828,34,15,44.10,16,47.10,505,3258,1513,41,17,32,12,606,130,2024
567,Yoane Wissa,COD,FW,Brentford,26,1996,27.70,751,22,119,286,366,122,751,52,20,38.50,23,44.20,422,2666,1387,45,20,58,20,485,150,2024
568,Chris Wood,NZL,FW,Nott'ham Forest,31,1991,20.10,628,34,80,311,237,92,628,17,6,35.30,9,52.90,296,959,477,16,7,50,21,468,76,2024
569,Cauley Woodrow,ENG,"FW,MF",Luton Town,28,1994,4.70,223,18,42,85,99,21,223,3,2,66.70,1,33.30,117,527,204,7,1,9,8,157,22,2024
570,Joe Worrall,ENG,DF,Nott'ham Forest,26,1997,4.90,216,55,138,72,8,7,216,0,0,,0,,105,410,111,0,0,0,0,124,1,2024
571,Yehor Yarmoliuk,UKR,MF,Brentford,19,2004,7.60,407,14,81,172,162,20,407,27,17,63.00,7,25.90,207,1267,461,13,2,17,10,220,36,2024
572,Ryan Yates,ENG,MF,Nott'ham Forest,25,1997,22.10,1126,60,343,558,234,45,1126,9,4,44.40,4,44.40,455,2010,941,18,0,24,10,559,37,2024
573,Ashley Young,ENG,"DF,MF",Everton,38,1985,25.30,1284,77,378,554,365,20,1284,27,12,44.40,12,44.40,609,2909,1490,40,5,16,13,653,61,2024
574,Illia Zabarnyi,UKR,DF,Bournemouth,20,2002,37.00,2169,312,1129,978,70,17,2169,13,9,69.20,2,15.40,1303,7280,4408,24,0,15,2,1368,1,2024
575,Nicolò Zaniolo,ITA,"FW,MF",Aston Villa,24,1999,9.30,402,11,53,171,184,60,402,48,13,27.10,30,62.50,268,1854,915,35,15,31,36,284,60,2024
576,Anass Zaroury,MAR,"FW,MF",Burnley,22,2000,1.70,87,1,12,39,37,4,87,6,2,33.30,3,50.00,60,362,91,2,0,3,2,68,12,2024
577,Oleksandr Zinchenko,UKR,DF,Arsenal,26,1996,19.10,1729,46,335,885,519,28,1729,14,7,50.00,5,35.70,1013,4792,2334,40,7,10,15,1178,58,2024
578,Kurt Zouma,FRA,DF,West Ham,28,1994,31.50,1455,275,798,626,34,28,1455,3,2,66.70,1,33.30,794,3751,2019,7,1,13,3,873,1,2024
579,Martin Ødegaard,NOR,MF,Arsenal,24,1998,34.30,2326,24,244,926,1173,165,2324,81,37,45.70,38,46.90,1563,8190,3514,91,37,53,58,1827,202,2024
580,Tyler Dibling,ENG,"FW,MF",Southampton,18,2006,15.40,624,17,70,285,283,32,624,82,31,37.8,33,40.2,403,3373,1710,54,41,21,33,37,469,2024
581,Brenden Aaronson,USA,"MF,FW",Leeds United,21,2000,26.40,1143,12,116,495,554,72,1143,100,34,34.00,48,48.00,687,3651,1532,43,34,13,71,82,767,2023
582,George Abbott,ENG,MF,Tottenham,16,2005,0.00,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,2023
583,Che Adams,SCO,FW,Southampton,26,1996,22.10,717,29,66,286,377,103,717,34,17,50.00,13,38.20,406,1623,471,17,11,9,66,28,558,2023
584,Tyler Adams,USA,MF,Leeds United,23,1999,24.00,1628,44,376,1010,254,5,1628,23,8,34.80,12,52.20,819,3342,1555,19,21,0,28,18,920,2023
585,Tosin Adarabioyo,ENG,DF,Fulham,24,1997,23.20,1545,231,776,735,47,19,1545,11,9,81.80,2,18.20,834,4470,2733,16,12,1,4,4,975,2023
586,Nayef Aguerd,MAR,DF,West Ham,26,1996,17.70,949,161,563,358,35,23,949,6,4,66.70,0,0.00,523,2127,1137,2,1,0,8,7,564,2023
587,Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,20,2002,1.00,63,0,12,35,16,4,63,2,1,50.00,1,50.00,32,179,70,1,2,1,5,1,39,2023
588,Rayan Aït-Nouri,ALG,DF,Wolves,21,2001,12.00,740,40,240,279,233,28,740,50,28,56.00,18,36.00,395,2260,1244,30,13,10,28,12,454,2023
589,Kristoffer Ajer,NOR,DF,Brentford,24,1998,8.50,412,45,184,167,64,9,412,9,3,33.30,4,44.40,213,1123,613,10,5,0,3,8,231,2023
590,Manuel Akanji,SUI,DF,Manchester City,27,1995,25.40,2231,121,815,1248,176,34,2231,12,6,50.00,3,25.00,1544,8443,5039,24,40,1,12,3,1734,2023
591,Nathan Aké,NED,DF,Manchester City,27,1995,20.80,1959,86,615,1097,256,32,1959,5,3,60.00,1,20.00,1223,5455,3314,25,19,4,16,0,1492,2023
592,Marc Albrighton,ENG,"FW,MF",Leicester City,32,1989,2.60,173,6,33,61,79,5,173,2,2,100.00,0,0.00,83,391,147,4,4,0,4,2,116,2023
593,Thiago Alcántara,ESP,MF,Liverpool,31,1991,13.90,1251,45,272,796,188,8,1251,30,21,70.00,4,13.30,718,3639,1721,13,21,0,13,22,910,2023
594,Carlos Alcaraz,ARG,"MF,FW",Southampton,19,2002,11.40,430,14,73,234,130,23,430,28,13,46.40,11,39.30,258,1292,675,20,17,2,30,24,296,2023
595,Trent Alexander-Arnold,ENG,DF,Liverpool,23,1998,32.50,3180,89,737,1631,837,44,3180,45,30,66.70,13,28.90,1778,6848,3312,43,39,8,35,21,2042,2023
596,Alisson,BRA,GK,Liverpool,29,1992,37.00,1536,1124,1498,39,0,0,1536,2,2,100.00,0,0.00,985,4654,2962,0,0,0,1,0,901,2023
597,Dele Alli,ENG,MF,Everton,26,1996,0.40,20,0,1,8,11,2,20,1,0,0.00,1,100.00,11,30,3,0,0,0,3,1,14,2023
598,Miguel Almirón,PAR,FW,Newcastle Utd,28,1994,27.70,1300,25,147,417,760,138,1300,79,34,43.00,33,41.80,841,5389,2341,77,46,25,51,28,924,2023
599,Julián Álvarez,ARG,"FW,MF",Manchester City,22,2000,16.30,654,8,46,255,360,89,653,38,21,55.30,14,36.80,406,2187,908,38,18,17,28,24,506,2023
600,Daniel Amartey,GHA,DF,Leicester City,27,1994,17.90,1279,185,658,578,46,9,1279,5,2,40.00,2,40.00,779,3720,2275,23,11,0,8,4,909,2023
601,Samuel Amo-Ameyaw,ENG,MF,Southampton,16,2006,0.00,8,0,1,5,3,0,8,4,3,75.00,1,25.00,4,70,64,2,0,0,0,0,5,2023
602,Joachim Andersen,DEN,DF,Crystal Palace,26,1996,30.90,2303,355,1232,996,89,39,2303,9,5,55.60,4,44.40,1318,6889,3787,16,8,2,8,3,1498,2023
603,Elliot Anderson,ENG,"MF,FW",Newcastle Utd,19,2002,4.60,286,7,44,99,151,39,286,29,10,34.50,13,44.80,160,970,522,23,15,12,9,10,182,2023
604,Jaidon Anthony,ENG,"MF,FW",Bournemouth,22,1999,14.00,717,23,150,271,304,33,717,47,15,31.90,30,63.80,423,2449,1032,31,25,13,25,27,464,2023
605,Michail Antonio,JAM,FW,West Ham,32,1990,20.30,596,15,39,262,308,80,596,66,27,40.90,29,43.90,375,2585,1237,49,26,18,76,45,476,2023
606,Antony,BRA,FW,Manchester Utd,22,2000,20.00,1066,12,134,348,609,85,1066,77,30,39.00,38,49.40,763,4783,2569,95,60,32,37,12,813,2023
607,Cameron Archer,ENG,"FW,MF",Aston Villa,21,2001,0.50,15,0,1,8,7,3,15,1,1,100.00,0,0.00,15,114,72,3,1,1,2,3,13,2023
608,Alphonse Areola,FRA,GK,West Ham,29,1993,3.40,98,91,98,0,0,0,98,0,0,,0,,53,253,153,0,0,0,0,0,42,2023
609,Joe Aribo,NGA,"MF,FW",Southampton,26,1996,13.60,566,14,87,269,222,46,566,39,17,43.60,21,53.80,294,1294,615,19,10,7,35,22,354,2023
610,Adam Armstrong,ENG,"FW,MF",Southampton,25,1997,14.80,458,11,71,176,222,46,458,43,13,30.20,25,58.10,255,2338,996,39,29,11,24,22,273,2023
611,Stuart Armstrong,SCO,"MF,FW",Southampton,30,1992,15.60,864,21,133,403,341,37,864,52,22,42.30,21,40.40,539,3859,1910,61,45,10,28,28,596,2023
612,Kepa Arrizabalaga,ESP,GK,Chelsea,27,1994,28.50,1119,892,1103,16,0,0,1119,1,1,100.00,0,0.00,654,2894,1683,0,0,0,1,0,604,2023
613,Pierre-Emerick Aubameyang,GAB,FW,Chelsea,33,1989,6.20,161,7,16,69,79,23,161,5,3,60.00,2,40.00,86,529,259,9,6,4,11,4,116,2023
614,Ludwig Augustinsson,SWE,DF,Aston Villa,28,1994,0.90,51,3,19,15,17,2,51,1,0,0.00,1,100.00,29,180,27,0,2,0,0,0,21,2023
615,Serge Aurier,CIV,DF,Nott'ham Forest,29,1992,21.60,1238,107,484,505,263,13,1238,32,16,50.00,11,34.40,520,2394,1398,37,26,2,31,18,574,2023
616,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,24,1997,15.60,434,22,62,177,203,55,434,23,9,39.10,11,47.80,246,1269,530,18,13,9,68,29,284,2023
617,Yasin Ayari,SWE,MF,Brighton,18,2003,0.70,30,0,5,18,8,1,30,1,0,0.00,0,0.00,19,76,44,0,0,0,2,0,25,2023
618,André Ayew,GHA,"FW,MF",Nott'ham Forest,32,1989,3.50,106,11,15,49,42,8,105,6,1,16.70,4,66.70,40,271,102,3,3,2,3,4,62,2023
619,Jordan Ayew,GHA,"FW,MF",Crystal Palace,30,1991,30.20,1327,46,192,611,560,98,1327,149,65,43.60,59,39.60,801,5195,2372,83,50,31,107,83,932,2023
620,Luke Ayling,ENG,DF,Leeds United,30,1991,22.80,1413,79,466,578,390,56,1413,33,13,39.40,17,51.50,648,2963,1480,28,20,4,23,12,700,2023
621,César Azpilicueta,ESP,DF,Chelsea,32,1989,17.00,1245,84,424,510,319,25,1245,13,7,53.80,5,38.50,612,2691,1573,23,19,0,12,5,753,2023
622,Benoît Badiashile,FRA,DF,Chelsea,21,2001,10.10,945,95,469,458,25,11,945,3,1,33.30,2,66.70,630,3020,1774,11,2,0,2,3,689,2023
623,Leon Bailey,JAM,"FW,MF",Aston Villa,24,1997,21.90,813,16,91,283,456,89,813,112,41,36.60,55,49.10,521,4027,1706,85,33,38,48,53,561,2023
624,Stefan Bajcetic,ESP,MF,Liverpool,17,2004,5.80,324,6,66,189,74,5,324,16,7,43.80,4,25.00,175,990,450,10,7,0,7,6,204,2023
625,Dominic Ballard,ENG,"FW,MF",Southampton,17,2005,0.30,11,0,2,4,5,0,11,2,0,0.00,1,50.00,6,25,10,1,0,0,3,1,7,2023
626,Patrick Bamford,ENG,FW,Leeds United,28,1993,16.80,550,19,34,257,266,83,548,34,11,32.40,19,55.90,290,1186,447,17,17,13,56,21,386,2023
627,Shandon Baptiste,GRN,MF,Brentford,24,1998,6.90,373,12,87,196,97,7,373,13,6,46.20,3,23.10,240,1097,507,8,12,3,16,8,247,2023
628,Harvey Barnes,ENG,"FW,MF",Leicester City,24,1997,30.10,1143,17,128,435,600,133,1143,91,27,29.70,53,58.20,734,5174,2749,100,72,48,75,42,900,2023
629,Gavin Bazunu,IRL,GK,Southampton,20,2002,32.00,1253,910,1234,19,0,0,1253,0,0,,0,,746,3699,2072,0,0,0,0,0,599,2023
630,Mads Bech Sørensen,DEN,"DF,MF",Brentford,23,1999,0.20,14,1,4,8,2,0,14,0,0,,0,,2,3,0,0,0,0,0,0,5,2023
631,Jan Bednarek,POL,DF,Southampton,26,1996,18.60,1127,205,635,460,37,14,1127,2,1,50.00,1,50.00,579,2671,1580,8,1,0,2,1,605,2023
632,Jan Bednarek,POL,DF,Aston Villa,26,1996,1.10,79,9,39,40,1,0,79,0,0,,0,,47,291,177,1,0,0,0,0,53,2023
633,Donny van de Beek,NED,MF,Manchester Utd,25,1997,1.90,72,1,3,23,46,11,72,3,2,66.70,1,33.30,39,148,85,2,3,0,2,2,53,2023
634,Asmir Begovi?,BIH,GK,Everton,35,1987,1.00,33,31,33,0,0,0,33,0,0,,0,,19,75,47,0,0,0,0,0,13,2023
635,Armel Bella Kotchap,GER,DF,Southampton,20,2001,20.90,1211,209,654,519,46,22,1211,11,4,36.40,3,27.30,697,3570,1899,9,12,2,9,6,682,2023
636,Saïd Benrahma,ALG,"FW,MF",West Ham,26,1995,23.00,1091,16,131,399,583,94,1087,123,51,41.50,56,45.50,699,5281,2705,109,54,44,53,42,800,2023
637,Rodrigo Bentancur,URU,MF,Tottenham,25,1997,16.70,1071,52,295,612,175,19,1071,34,21,61.80,11,32.40,581,3001,1444,26,14,1,22,17,732,2023
638,Daniel Bentley,ENG,GK,Wolves,29,1993,2.00,87,83,87,0,0,0,87,0,0,,0,,29,193,133,0,0,0,0,0,34,2023
639,Victor Bernth Kristiansen,DEN,DF,Leicester City,19,2002,9.90,607,33,234,255,123,4,607,15,7,46.70,5,33.30,278,1494,714,17,8,0,10,10,302,2023
640,Owen Bevan,WAL,DF,Bournemouth,18,2003,0.10,3,0,3,0,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,2023
641,Giulian Biancone,FRA,DF,Nott'ham Forest,22,2000,0.20,25,2,19,5,1,0,25,0,0,,0,,10,76,61,2,1,0,0,0,13,2023
642,Philip Billing,DEN,"MF,FW",Bournemouth,26,1996,30.70,1410,76,334,666,428,71,1410,49,28,57.10,15,30.60,728,3709,1694,37,31,6,42,35,900,2023
643,Yves Bissouma,MLI,MF,Tottenham,25,1996,11.20,826,23,164,536,127,2,826,9,7,77.80,2,22.20,504,2761,1143,14,13,1,16,8,613,2023
644,Willy Boly,CIV,DF,Nott'ham Forest,31,1991,7.60,353,69,239,101,15,9,353,2,1,50.00,0,0.00,171,769,355,1,1,0,2,0,182,2023
645,Sven Botman,NED,DF,Newcastle Utd,22,2000,34.70,2074,338,1188,801,95,53,2074,1,1,100.00,0,0.00,1171,5259,2810,8,5,2,10,2,1347,2023
646,Jarrod Bowen,ENG,"FW,MF",West Ham,25,1996,35.90,1318,32,186,451,693,157,1316,118,36,30.50,55,46.60,731,5565,2201,101,44,56,70,55,793,2023
647,James Bree,ENG,DF,Southampton,24,1997,4.10,213,18,71,67,75,2,213,3,2,66.70,1,33.30,93,352,131,4,4,0,3,2,111,2023
648,Armando Broja,ALB,FW,Chelsea,20,2001,3.30,110,2,7,41,63,16,110,15,8,53.30,5,33.30,54,399,199,8,1,5,15,9,71,2023
649,David Brooks,WAL,"FW,MF",Bournemouth,25,1997,1.90,93,8,19,35,39,9,93,9,2,22.20,7,77.80,61,270,120,5,2,2,4,4,65,2023
650,Lewis Brunt,ENG,DF,Leicester City,21,2000,0.30,23,1,8,12,3,0,23,0,0,,0,,9,30,4,0,0,0,0,0,13,2023
651,Emi Buendía,ARG,"MF,FW",Aston Villa,25,1996,26.80,1336,38,202,634,516,93,1336,59,27,45.80,26,44.10,829,3957,1970,60,46,19,63,58,955,2023
652,Hugo Bueno,ESP,DF,Wolves,19,2002,14.60,835,53,318,275,249,14,835,34,14,41.20,14,41.20,396,2714,1422,52,29,4,16,11,446,2023
653,Facundo Buonanotte,ARG,"FW,MF",Brighton,17,2004,6.30,258,8,33,114,115,19,258,19,7,36.80,9,47.40,182,1018,424,9,5,2,10,2,202,2023
654,Dan Burn,ENG,DF,Newcastle Utd,30,1992,34.60,2073,158,786,940,358,62,2073,25,11,44.00,12,48.00,926,4329,2196,29,22,5,34,9,1116,2023
655,Cafú,POR,MF,Nott'ham Forest,29,1993,0.10,3,1,2,1,0,0,3,0,0,,0,,2,12,7,0,0,0,0,0,1,2023
656,Moisés Caicedo,ECU,MF,Brighton,20,2001,34.90,2603,91,555,1520,558,28,2603,54,28,51.90,21,38.90,1507,6220,2876,38,32,6,39,23,1891,2023
657,Tom Cairney,SCO,MF,Fulham,31,1991,11.00,872,10,127,426,332,31,872,21,9,42.90,8,38.10,573,3124,1516,34,27,6,23,21,667,2023
658,Duje ?aleta-Car,CRO,DF,Southampton,25,1996,10.50,695,136,416,268,15,9,695,2,2,100.00,0,0.00,387,1829,993,5,1,0,1,2,429,2023
659,Dominic Calvert-Lewin,ENG,FW,Everton,25,1997,12.90,376,20,39,143,200,59,375,28,15,53.60,10,35.70,186,972,405,18,11,10,40,12,286,2023
660,Chem Campbell,WAL,"FW,MF",Wolves,19,2002,0.80,47,1,6,19,23,5,47,5,3,60.00,2,40.00,39,303,70,2,6,1,3,5,36,2023
661,João Cancelo,POR,DF,Manchester City,28,1994,14.20,1363,20,225,686,461,47,1363,61,31,50.80,23,37.70,840,4920,2861,73,40,21,18,14,1020,2023
662,Thomas Cannon,IRL,FW,Everton,19,2002,0.30,8,0,0,2,6,4,8,2,1,50.00,0,0.00,6,34,7,1,0,0,0,0,7,2023
663,Sergi Canós,ESP,"FW,DF",Brentford,25,1997,0.90,57,1,13,25,20,2,57,6,4,66.70,2,33.30,29,206,111,4,2,0,0,0,36,2023
664,Diego Carlos,BRA,DF,Aston Villa,29,1993,2.30,156,11,54,94,11,4,156,0,0,,0,,100,348,193,1,3,0,2,0,111,2023
665,Fabio Carvalho,POR,"MF,FW",Liverpool,19,2002,3.90,193,2,31,75,91,26,193,6,2,33.30,3,50.00,122,568,255,9,9,2,11,15,145,2023
666,Casemiro,BRA,MF,Manchester Utd,30,1992,23.60,1757,110,531,949,292,24,1757,20,9,45.00,8,40.00,850,2828,1404,14,17,1,18,14,1103,2023
667,Matty Cash,POL,DF,Aston Villa,24,1997,20.20,1215,76,423,545,258,11,1215,33,16,48.50,9,27.30,610,3143,1677,42,33,4,24,7,652,2023
668,Timothy Castagne,BEL,DF,Leicester City,26,1995,36.20,2237,158,820,920,508,52,2237,31,12,38.70,14,45.20,989,4010,1994,39,23,5,32,17,1246,2023
